LeftShoulder,RightShoulder,LeftHip,RightHip,Wrist,Elbow 
"[0.5787484645843506, 0.26499879360198975]","[0.4758038818836212, 0.2887057960033417]","[0.5394562482833862, 0.7337977290153503]","[0.47548654675483704, 0.7240297794342041]","[0.5508021116256714, 0.7644528150558472]","[0.57109534740448, 0.5177918672561646]"
"[0.5787503719329834, 0.26502007246017456]","[0.4761401116847992, 0.2888166606426239]","[0.5393111109733582, 0.7340099215507507]","[0.475530207157135, 0.7243384718894958]","[0.5509265065193176, 0.7653923630714417]","[0.5711158514022827, 0.5178274512290955]"
"[0.5787690877914429, 0.26504775881767273]","[0.4762202799320221, 0.28882989287376404]","[0.5394154787063599, 0.7342243790626526]","[0.47565382719039917, 0.7245734930038452]","[0.5507385730743408, 0.7663794159889221]","[0.5711367726325989, 0.5178319811820984]"
"[0.5787746906280518, 0.26506587862968445]","[0.4762411117553711, 0.2888353168964386]","[0.5394124388694763, 0.7349193692207336]","[0.47563400864601135, 0.7249791622161865]","[0.5500856637954712, 0.7648082971572876]","[0.5711535215377808, 0.5178680419921875]"
"[0.5787836909294128, 0.2650723457336426]","[0.47641950845718384, 0.288826048374176]","[0.5392638444900513, 0.7347365617752075]","[0.4756290316581726, 0.72499018907547]","[0.5485267043113708, 0.7636629939079285]","[0.5711767673492432, 0.5178828239440918]"
"[0.5789041519165039, 0.2650492191314697]","[0.47645291686058044, 0.2884960174560547]","[0.5396984219551086, 0.7345836758613586]","[0.475629597902298, 0.7249484062194824]","[0.5446657538414001, 0.75606769323349]","[0.5713310837745667, 0.5176436305046082]"
"[0.5791167616844177, 0.2650834619998932]","[0.47650426626205444, 0.28850433230400085]","[0.5402364134788513, 0.734826922416687]","[0.47551429271698, 0.7249531745910645]","[0.5378952622413635, 0.7515392899513245]","[0.5713969469070435, 0.5176888704299927]"
"[0.5791321396827698, 0.26517605781555176]","[0.47651755809783936, 0.2882818579673767]","[0.5411725640296936, 0.7360009551048279]","[0.47563937306404114, 0.725540280342102]","[0.5314217209815979, 0.7441624999046326]","[0.5714107155799866, 0.5176927447319031]"
"[0.5791357159614563, 0.26524755358695984]","[0.47655385732650757, 0.2874453365802765]","[0.5411714315414429, 0.7359716296195984]","[0.47602859139442444, 0.7255445122718811]","[0.5263800024986267, 0.7315189838409424]","[0.5713386535644531, 0.5176196694374084]"
"[0.5790865421295166, 0.2655181884765625]","[0.4764695167541504, 0.2872796654701233]","[0.5411698222160339, 0.7359298467636108]","[0.476012647151947, 0.725601315498352]","[0.5206073522567749, 0.7237914204597473]","[0.5712388157844543, 0.5176491737365723]"
"[0.5790225863456726, 0.2654866874217987]","[0.4762534499168396, 0.28713110089302063]","[0.5409402251243591, 0.7336180806159973]","[0.47528204321861267, 0.72443026304245]","[0.517074465751648, 0.7092347741127014]","[0.5714978575706482, 0.5171990990638733]"
"[0.5790205597877502, 0.26493972539901733]","[0.47625526785850525, 0.28688719868659973]","[0.5406027436256409, 0.728500247001648]","[0.47475236654281616, 0.7196518778800964]","[0.5140374898910522, 0.6876693964004517]","[0.5728229880332947, 0.5141470432281494]"
"[0.5790210962295532, 0.2641002833843231]","[0.47621068358421326, 0.286201536655426]","[0.540366530418396, 0.7260070443153381]","[0.47455090284347534, 0.7167456150054932]","[0.5114928483963013, 0.6663907170295715]","[0.5748164653778076, 0.5100390911102295]"
"[0.5790008306503296, 0.2634265124797821]","[0.4763026237487793, 0.28572720289230347]","[0.5394517183303833, 0.7256259322166443]","[0.47468483448028564, 0.7164490222930908]","[0.5070488452911377, 0.6532080769538879]","[0.5762087106704712, 0.5075666904449463]"
"[0.578860878944397, 0.262839674949646]","[0.4763064384460449, 0.28499773144721985]","[0.5391207933425903, 0.7251165509223938]","[0.4748454988002777, 0.7163973450660706]","[0.5028606653213501, 0.6338752508163452]","[0.5771019458770752, 0.5050513744354248]"
"[0.5785892009735107, 0.2624629735946655]","[0.47667744755744934, 0.2835879623889923]","[0.5388136506080627, 0.7249566316604614]","[0.47540321946144104, 0.7165184617042542]","[0.4965718984603882, 0.6124852299690247]","[0.578508198261261, 0.504477858543396]"
"[0.5784035325050354, 0.2620123326778412]","[0.4768292307853699, 0.28299495577812195]","[0.5388155579566956, 0.7245709896087646]","[0.47637128829956055, 0.7165758609771729]","[0.49030283093452454, 0.5962319374084473]","[0.5794277787208557, 0.504729151725769]"
"[0.578355610370636, 0.2618853449821472]","[0.47683390974998474, 0.2831678092479706]","[0.538889467716217, 0.7238566279411316]","[0.4765273630619049, 0.716642439365387]","[0.48846450448036194, 0.577873170375824]","[0.5799886584281921, 0.5055520534515381]"
"[0.5783299207687378, 0.26187488436698914]","[0.4768628776073456, 0.28585657477378845]","[0.5391244888305664, 0.7243351340293884]","[0.47644945979118347, 0.7199355363845825]","[0.48707395792007446, 0.5658794045448303]","[0.5804359912872314, 0.5072869062423706]"
"[0.5782421827316284, 0.2618858814239502]","[0.47759976983070374, 0.2865352928638458]","[0.5391380190849304, 0.7256403565406799]","[0.4761480391025543, 0.7231650948524475]","[0.4851320683956146, 0.5501469373703003]","[0.580473780632019, 0.5109108090400696]"
"[0.5779771208763123, 0.262370228767395]","[0.4789417088031769, 0.28716543316841125]","[0.5391331315040588, 0.7258509397506714]","[0.4757287800312042, 0.7242952585220337]","[0.48223575949668884, 0.5285704135894775]","[0.5800050497055054, 0.5138038992881775]"
"[0.5777886509895325, 0.2627272307872772]","[0.48004981875419617, 0.2873552143573761]","[0.5391340851783752, 0.7269377112388611]","[0.47572842240333557, 0.725739598274231]","[0.48234620690345764, 0.5145010948181152]","[0.5799840688705444, 0.517070472240448]"
"[0.5777854919433594, 0.2633989751338959]","[0.483303427696228, 0.2875720262527466]","[0.5388873815536499, 0.7270591259002686]","[0.47616544365882874, 0.7256914377212524]","[0.48021063208580017, 0.4925452768802643]","[0.5799419283866882, 0.5232543349266052]"
"[0.5776627659797668, 0.26393577456474304]","[0.4873062074184418, 0.2874830961227417]","[0.5384170413017273, 0.72774338722229]","[0.477024644613266, 0.7256670594215393]","[0.4803018271923065, 0.467255562543869]","[0.5799883008003235, 0.5279688835144043]"
"[0.5772560834884644, 0.26505425572395325]","[0.48905035853385925, 0.2864932715892792]","[0.5375490784645081, 0.7307531833648682]","[0.4780083894729614, 0.7267599105834961]","[0.480610191822052, 0.44535988569259644]","[0.5799486041069031, 0.5317293405532837]"
"[0.5768541097640991, 0.26632118225097656]","[0.4894635081291199, 0.28674110770225525]","[0.536716878414154, 0.7357891201972961]","[0.4783584177494049, 0.7303776144981384]","[0.4815279543399811, 0.42960330843925476]","[0.5800592303276062, 0.5351703763008118]"
"[0.5766915082931519, 0.26713982224464417]","[0.48913949728012085, 0.28709203004837036]","[0.5361256003379822, 0.738176167011261]","[0.47835758328437805, 0.7329029440879822]","[0.4823695421218872, 0.4139750301837921]","[0.5800600051879883, 0.5370089411735535]"
"[0.5763359069824219, 0.2681727409362793]","[0.48821067810058594, 0.2867385745048523]","[0.5357118248939514, 0.7396501302719116]","[0.47834858298301697, 0.7341046333312988]","[0.48263755440711975, 0.3946099281311035]","[0.579595685005188, 0.5373523831367493]"
"[0.5763165950775146, 0.26817458868026733]","[0.4869699478149414, 0.28562048077583313]","[0.5352424383163452, 0.739478349685669]","[0.4779825806617737, 0.73392254114151]","[0.48329541087150574, 0.38593533635139465]","[0.5792707800865173, 0.5366914868354797]"
"[0.5761318802833557, 0.2681664228439331]","[0.48688003420829773, 0.2846052050590515]","[0.5348931550979614, 0.739310085773468]","[0.4779540002346039, 0.7338285446166992]","[0.4856506288051605, 0.37586233019828796]","[0.5787621736526489, 0.5361814498901367]"
"[0.5754546523094177, 0.2684911787509918]","[0.4868372678756714, 0.28290268778800964]","[0.5343927145004272, 0.7399344444274902]","[0.47796598076820374, 0.7337042093276978]","[0.4907931387424469, 0.37168896198272705]","[0.5785226225852966, 0.5357973575592041]"
"[0.574345052242279, 0.26867803931236267]","[0.48729169368743896, 0.28067633509635925]","[0.5329849123954773, 0.7402436137199402]","[0.47833681106567383, 0.733596682548523]","[0.49289143085479736, 0.36287689208984375]","[0.5782764554023743, 0.5355056524276733]"
"[0.5732740759849548, 0.2688765525817871]","[0.4881313145160675, 0.2767637372016907]","[0.5323665142059326, 0.740171492099762]","[0.4784016013145447, 0.733288049697876]","[0.49777376651763916, 0.35834428668022156]","[0.5779425501823425, 0.5355218052864075]"
"[0.5691110491752625, 0.2688688635826111]","[0.489812970161438, 0.2736985683441162]","[0.5297931432723999, 0.7405004501342773]","[0.4813871383666992, 0.7331348657608032]","[0.5021814107894897, 0.34702616930007935]","[0.5770167708396912, 0.5356944799423218]"
"[0.5668662190437317, 0.26840993762016296]","[0.490702360868454, 0.272409588098526]","[0.5271064639091492, 0.7413111925125122]","[0.48234859108924866, 0.7330925464630127]","[0.5052596926689148, 0.3382333219051361]","[0.5765801072120667, 0.5355855226516724]"
"[0.5655482411384583, 0.26824769377708435]","[0.49086588621139526, 0.2714542746543884]","[0.5260102152824402, 0.7420493960380554]","[0.4825558066368103, 0.7334146499633789]","[0.5085373520851135, 0.3321216106414795]","[0.5760984420776367, 0.5355018973350525]"
"[0.565761148929596, 0.26787251234054565]","[0.489499032497406, 0.2716982364654541]","[0.5263202786445618, 0.7429782152175903]","[0.48219531774520874, 0.7353360652923584]","[0.5131751894950867, 0.3291108012199402]","[0.5758564472198486, 0.5357745289802551]"
"[0.5655232667922974, 0.2673838138580322]","[0.48858174681663513, 0.27178430557250977]","[0.5264047980308533, 0.7434249520301819]","[0.482014536857605, 0.7367497086524963]","[0.515611469745636, 0.33070406317710876]","[0.5758178234100342, 0.5358068943023682]"
"[0.5653107166290283, 0.26711028814315796]","[0.4868679344654083, 0.2721225321292877]","[0.5267972946166992, 0.7435781359672546]","[0.4816747307777405, 0.7376664876937866]","[0.516193687915802, 0.3300574719905853]","[0.5756994485855103, 0.5359580516815186]"
"[0.5654599666595459, 0.2668324112892151]","[0.48615625500679016, 0.27287063002586365]","[0.5270021557807922, 0.7439046502113342]","[0.48143523931503296, 0.7383745908737183]","[0.5161183476448059, 0.3287622332572937]","[0.5752954483032227, 0.5361005663871765]"
"[0.5647629499435425, 0.26676106452941895]","[0.4870418906211853, 0.2717956304550171]","[0.5264610052108765, 0.7446355223655701]","[0.4819924533367157, 0.7384735941886902]","[0.5150905847549438, 0.3308190703392029]","[0.5751708149909973, 0.5362436175346375]"
"[0.5638265609741211, 0.2665964961051941]","[0.4892144203186035, 0.2717544436454773]","[0.5256322622299194, 0.7446689605712891]","[0.48471754789352417, 0.7383666634559631]","[0.5149217247962952, 0.33382338285446167]","[0.5750567317008972, 0.5362176895141602]"
"[0.5631266832351685, 0.266516774892807]","[0.4896540641784668, 0.27183082699775696]","[0.525607168674469, 0.7446019649505615]","[0.4852690100669861, 0.7379181981086731]","[0.5142794251441956, 0.3354604244232178]","[0.5751449465751648, 0.5361471176147461]"
"[0.5632334351539612, 0.2668526768684387]","[0.48980656266212463, 0.2719779312610626]","[0.5256906151771545, 0.7443638443946838]","[0.4855194091796875, 0.7369359135627747]","[0.5122076272964478, 0.3410492241382599]","[0.5752366185188293, 0.5362329483032227]"
"[0.5636168122291565, 0.26751452684402466]","[0.4897841811180115, 0.2728167474269867]","[0.526324450969696, 0.7429385185241699]","[0.4859088361263275, 0.7347427010536194]","[0.5083993077278137, 0.3546271026134491]","[0.576095461845398, 0.5366523861885071]"
"[0.5648537278175354, 0.2677881419658661]","[0.4897831380367279, 0.2728865444660187]","[0.5266805291175842, 0.7428046464920044]","[0.48586609959602356, 0.7342990636825562]","[0.5018641948699951, 0.36534780263900757]","[0.5774193406105042, 0.5365713834762573]"
"[0.5679318904876709, 0.26779288053512573]","[0.4876752197742462, 0.27431949973106384]","[0.529650866985321, 0.7417336702346802]","[0.4842185378074646, 0.7336640954017639]","[0.4978189468383789, 0.38121747970581055]","[0.5789858102798462, 0.5370888710021973]"
"[0.569606363773346, 0.2679924964904785]","[0.48501452803611755, 0.2773146331310272]","[0.5322983264923096, 0.7397226691246033]","[0.48230963945388794, 0.7324285507202148]","[0.4931357800960541, 0.3971017301082611]","[0.5791684985160828, 0.5381055474281311]"
"[0.5701788663864136, 0.2681553065776825]","[0.48425358533859253, 0.28069308400154114]","[0.5330967903137207, 0.7383525967597961]","[0.4806343913078308, 0.731796145439148]","[0.49020612239837646, 0.41301608085632324]","[0.5797317624092102, 0.5383589267730713]"
"[0.5701408982276917, 0.2681557834148407]","[0.4855874478816986, 0.28063246607780457]","[0.5332506895065308, 0.7375166416168213]","[0.4802188575267792, 0.7311652302742004]","[0.4877791702747345, 0.4275669455528259]","[0.5806044340133667, 0.5386155247688293]"
"[0.5700170397758484, 0.26811695098876953]","[0.4879579246044159, 0.27898669242858887]","[0.5332325100898743, 0.7371429800987244]","[0.4801993668079376, 0.7304534912109375]","[0.4851106107234955, 0.4392057955265045]","[0.5812227725982666, 0.5386144518852234]"
"[0.5699117183685303, 0.2678273618221283]","[0.48986369371414185, 0.2783919870853424]","[0.5332207083702087, 0.7359561324119568]","[0.48021847009658813, 0.7291605472564697]","[0.4830606281757355, 0.45538467168807983]","[0.5815503001213074, 0.5381746888160706]"
"[0.5698213577270508, 0.2676478624343872]","[0.4900566637516022, 0.2782736122608185]","[0.5342550873756409, 0.7334546446800232]","[0.47999081015586853, 0.7273921966552734]","[0.4828195869922638, 0.47457098960876465]","[0.5825746059417725, 0.5358872413635254]"
"[0.569782555103302, 0.2675563097000122]","[0.489759624004364, 0.28004613518714905]","[0.5352523326873779, 0.7331380248069763]","[0.47948893904685974, 0.72754967212677]","[0.4823695123195648, 0.49244552850723267]","[0.5828685760498047, 0.5332108736038208]"
"[0.5697512030601501, 0.2674823999404907]","[0.4895409345626831, 0.2811683118343353]","[0.5357890725135803, 0.7329266667366028]","[0.4790585935115814, 0.7276893258094788]","[0.48219481110572815, 0.49560365080833435]","[0.5830980539321899, 0.5315411686897278]"
"[0.5697259902954102, 0.2674180865287781]","[0.4891152083873749, 0.2817695736885071]","[0.5360960364341736, 0.733395516872406]","[0.47844141721725464, 0.7301615476608276]","[0.4818975031375885, 0.5123423337936401]","[0.5830549597740173, 0.5309517979621887]"
"[0.5694669485092163, 0.26739242672920227]","[0.4871313273906708, 0.2831993103027344]","[0.5360500812530518, 0.7364600300788879]","[0.47791895270347595, 0.7336999773979187]","[0.4815845787525177, 0.543646514415741]","[0.5825361609458923, 0.5307227373123169]"
"[0.5690495371818542, 0.267202228307724]","[0.4855998456478119, 0.2841056287288666]","[0.5360130071640015, 0.7368861436843872]","[0.47793471813201904, 0.7338857650756836]","[0.48124170303344727, 0.5639127492904663]","[0.5823745131492615, 0.5283123850822449]"
"[0.5678296685218811, 0.26670965552330017]","[0.48436301946640015, 0.2840668261051178]","[0.5359916687011719, 0.7372022867202759]","[0.47973117232322693, 0.7338725924491882]","[0.4811016917228699, 0.5809915661811829]","[0.5812626481056213, 0.525130033493042]"
"[0.5674222707748413, 0.26526015996932983]","[0.482793390750885, 0.2828728258609772]","[0.5358925461769104, 0.7362949252128601]","[0.4798336327075958, 0.7326903939247131]","[0.48120591044425964, 0.5974411368370056]","[0.5808781385421753, 0.5198391675949097]"
"[0.5667621493339539, 0.2645348012447357]","[0.48211419582366943, 0.2822919189929962]","[0.5346030592918396, 0.7361566424369812]","[0.4792061746120453, 0.7323287129402161]","[0.4831996262073517, 0.6122526526451111]","[0.579852819442749, 0.5162426233291626]"
"[0.566551923751831, 0.2637585401535034]","[0.48182347416877747, 0.2818042039871216]","[0.5342194437980652, 0.7360976338386536]","[0.478812038898468, 0.731825590133667]","[0.48784786462783813, 0.6345194578170776]","[0.5788297057151794, 0.5155320167541504]"
"[0.5664893388748169, 0.2632434368133545]","[0.48099344968795776, 0.2817889153957367]","[0.5337586998939514, 0.7360745072364807]","[0.47741803526878357, 0.731211245059967]","[0.4947926700115204, 0.6512417197227478]","[0.5781500339508057, 0.5142553448677063]"
"[0.566450297832489, 0.26288706064224243]","[0.4804498255252838, 0.28177696466445923]","[0.53351229429245, 0.7360449433326721]","[0.47653770446777344, 0.7306857705116272]","[0.49765506386756897, 0.6533878445625305]","[0.5776388645172119, 0.5135520696640015]"
"[0.5664495229721069, 0.26235008239746094]","[0.4802146852016449, 0.2812715470790863]","[0.5334634184837341, 0.7351751327514648]","[0.47595155239105225, 0.7287403345108032]","[0.5022569894790649, 0.6624234914779663]","[0.5773794651031494, 0.5125683546066284]"
